STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,GEO_AREA,Geographical area,AGE,Age,SEX,Sex,EDUCATION_LEVEL,Education level,INCOME_GROUP,Income group,EMP_STATUS,Employment status,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7_HH,V7 Breakdowns households
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,F,Female,_T,Total,_T,Total,_T,Total,2016,,23.73892506,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y55_74,Female aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,F,Female,_T,Total,_T,Total,_T,Total,2017,,32.79818175,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y55_74,Female aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,F,Female,_T,Total,_T,Total,_T,Total,2018,,32.05506161,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y55_74,Female aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,F,Female,_T,Total,_T,Total,_T,Total,2019,,35.20364292,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y55_74,Female aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,F,Female,_T,Total,_T,Total,_T,Total,2020,,36.51732245,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y55_74,Female aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,F,Female,_T,Total,_T,Total,_T,Total,2021,,53.9,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y55_74,Female aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2015,,65.637584,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2017,,71.362304,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2019,,71.65,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2023,,75.59,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2010,,52.41939625,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2011,,52.60515258,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2012,,54.29941991,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2013,,57.43153468,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2014,,63.84028648,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2015,,71.27108205,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2016,,74.89544741,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2017,,79.29817928,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2018,,77.69563009,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2019,,76.29875004,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2020,,78.96666278,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y25T54,From 25 to 54 years,F,Female,_T,Total,_T,Total,_T,Total,2021,,72.75,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y25_54,Female aged 25-54
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2015,,33.174888,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2017,,39.32916,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2019,,42.84,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2023,,49.59,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2010,,11.71372816,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2011,,12.65671372,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2012,,14.26326726,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2013,,9.914684898,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2014,,16.37724802,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2015,,25.66511993,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2016,,30.5821438,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2017,,30.91674662,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2018,,34.62753454,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2019,,40.79584798,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2020,,40.48109841,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y55T74,From 55 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2021,,44.75,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y55_74,Male aged 55-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2015,,77.6511,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2017,,77.63563,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2019,,77.38,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2023,,79.57,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2010,,97.0201493,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2011,,97.15858476,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2012,,97.1534752,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2013,,84.64209351,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2014,,86.22226188,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2015,,87.90602291,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2016,,89.75762179,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2017,,92.68036885,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2018,,90.16496342,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2019,,86.24301785,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2020,,90.23317765,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,F,Female,_T,Total,_T,Total,_T,Total,2021,,80.11,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_24,Female aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,M,Male,_T,Total,_T,Total,_T,Total,2015,,72.419571,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_24,Male aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,M,Male,_T,Total,_T,Total,_T,Total,2017,,74.064824,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_24,Male aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,M,Male,_T,Total,_T,Total,_T,Total,2019,,73.12,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_24,Male aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,M,Male,_T,Total,_T,Total,_T,Total,2023,,76.15,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_24,Male aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,M,Male,_T,Total,_T,Total,_T,Total,2010,,97.25585992,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_24,Male aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,M,Male,_T,Total,_T,Total,_T,Total,2011,,97.15980271,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_24,Male aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,M,Male,_T,Total,_T,Total,_T,Total,2012,,97.11886756,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_24,Male aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,M,Male,_T,Total,_T,Total,_T,Total,2013,,82.46848879,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_24,Male aged 16-24
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T24,From 16 to 24 years,M,Male,_T,Total,_T,Total,_T,Total,2014,,85.96854402,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_24,Male aged 16-24
