STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,GEO_AREA,Geographical area,AGE,Age,SEX,Sex,EDUCATION_LEVEL,Education level,INCOME_GROUP,Income group,EMP_STATUS,Employment status,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7_HH,V7 Breakdowns households
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,HI,High level of educational attainment,_T,Total,_T,Total,2015,,64.77068,,D,Definition differs,,,,,0,Units,,,2,Two,I_HI,Individuals aged 16-74 with a high level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,ME,Middle level of educational attainment,_T,Total,_T,Total,2015,,54.378885,,D,Definition differs,,,,,0,Units,,,2,Two,I_ME,Individuals aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,LO,Low level of educational attainment,_T,Total,_T,Total,2015,,41.41875,,D,Definition differs,,,,,0,Units,,,2,Two,I_LO,Individuals aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,F,Female,ME,Middle level of educational attainment,_T,Total,_T,Total,2019,,63.29,,D,Definition differs,,,,,0,Units,,,2,Two,F_ME,Female aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,F,Female,LO,Low level of educational attainment,_T,Total,_T,Total,2019,,53.3,,D,Definition differs,,,,,0,Units,,,2,Two,F_LO,Female aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,F,Female,_T,Total,_T,Total,_T,Total,2019,,66.08,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_74,Female aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,F,Female,HI,High level of educational attainment,_T,Total,_T,Total,2019,,71.87,,D,Definition differs,,,,,0,Units,,,2,Two,F_HI,Female aged 16-74 with a high level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2019,,57.44,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2019,,49.16,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2019,,59.38,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,HI,High level of educational attainment,_T,Total,_T,Total,2019,,64.96,,D,Definition differs,,,,,0,Units,,,2,Two,M_HI,Male aged 16-74 with a high high level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,_T,Total,2019,,62.79,,D,Definition differs,,,,,0,Units,,,2,Two,IND_TOTAL,All (individuals aged 16-74)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,HI,High level of educational attainment,_T,Total,_T,Total,2019,,68.67,,D,Definition differs,,,,,0,Units,,,2,Two,I_HI,Individuals aged 16-74 with a high level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,ME,Middle level of educational attainment,_T,Total,_T,Total,2019,,60.32,,D,Definition differs,,,,,0,Units,,,2,Two,I_ME,Individuals aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,LO,Low level of educational attainment,_T,Total,_T,Total,2019,,51.13,,D,Definition differs,,,,,0,Units,,,2,Two,I_LO,Individuals aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,HI,High level of educational attainment,_T,Total,_T,Total,2017,,65.553556,,D,Definition differs,,,,,0,Units,,,2,Two,M_HI,Male aged 16-74 with a high high level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2017,,58.411836,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2017,,47.69898,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2017,,55.699805,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,LO,Low level of educational attainment,_T,Total,_T,Total,2017,,49.263094,,D,Definition differs,,,,,0,Units,,,2,Two,I_LO,Individuals aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,ME,Middle level of educational attainment,_T,Total,_T,Total,2017,,59.375628,,D,Definition differs,,,,,0,Units,,,2,Two,I_ME,Individuals aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,HI,High level of educational attainment,_T,Total,_T,Total,2017,,69.291711,,D,Definition differs,,,,,0,Units,,,2,Two,I_HI,Individuals aged 16-74 with a high level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,_T,Total,2017,,62.12415,,D,Definition differs,,,,,0,Units,,,2,Two,IND_TOTAL,All (individuals aged 16-74)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,F,Female,HI,High level of educational attainment,_T,Total,_T,Total,2017,,72.579682,,D,Definition differs,,,,,0,Units,,,2,Two,F_HI,Female aged 16-74 with a high level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,F,Female,_T,Total,_T,Total,_T,Total,2017,,65.68352,,D,Definition differs,,,,,0,Units,,,2,Two,F_Y16_74,Female aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,F,Female,LO,Low level of educational attainment,_T,Total,_T,Total,2017,,50.875305,,D,Definition differs,,,,,0,Units,,,2,Two,F_LO,Female aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,USA,United States,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,F,Female,ME,Middle level of educational attainment,_T,Total,_T,Total,2017,,63.11786,,D,Definition differs,,,,,0,Units,,,2,Two,F_ME,Female aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2010,,55.38723388,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2011,,55.79772472,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2012,,56.95509576,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2013,,47.18904592,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2014,,53.30879647,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2015,,59.60010094,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2016,,62.50654875,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2017,,64.63627304,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2018,,61.58681681,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2019,,53.60075471,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,ME,Middle level of educational attainment,_T,Total,_T,Total,2020,,59.77597288,,D,Definition differs,,,,,0,Units,,,2,Two,M_ME,Male aged 16-74 with a middle level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2010,,57.13702097,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2011,,57.25076664,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2012,,58.03491265,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2013,,50.75724215,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2014,,56.90485837,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2015,,62.27326492,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2016,,64.82857589,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2017,,68.72483715,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2018,,66.33964682,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2019,,64.30981879,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,_T,Total,_T,Total,_T,Total,2020,,66.23189054,,D,Definition differs,,,,,0,Units,,,2,Two,M_Y16_74,Male aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2010,,29.65038603,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2011,,29.32339928,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2012,,29.75918344,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2013,,22.7203844,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2014,,25.80836679,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2015,,30.31861448,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2016,,35.26282146,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2017,,39.58071803,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2018,,42.14284415,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.1),ICT Access and Usage by Individuals,I,KOR,Korea,A,Annual,D1B_I,Individuals using the internet for accessing social networking sites - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,M,Male,LO,Low level of educational attainment,_T,Total,_T,Total,2019,,42.58167571,,D,Definition differs,,,,,0,Units,,,2,Two,M_LO,Male aged 16-74 with no or a low level of educational attainment
